axis,condition,episode_id,step_0,step_1,step_2,step_3,step_4,step_5,final_cart_err,success_5cm,success_10cm,latent_dist_0,latent_dist_1,latent_dist_2,latent_dist_3,latent_dist_4,latent_dist_5
y,none,1,0.20431216009748618,0.18739912535948253,0.11168023203794225,0.1111880900675885,0.10044222695027923,0.09053464857677553,0.09053464857677553,0,1,0.5213648080825806,0.5675590634346008,0.5289705395698547,0.5317200422286987,0.5337462425231934,0.5198476314544678
y,none,2,0.20431216009748618,0.18752102245917102,0.1093618342142352,0.10516077182651337,0.09627709424263835,0.09527574596494134,0.09527574596494134,0,1,0.5214803814888,0.5687726736068726,0.5223954916000366,0.5279942154884338,0.5163819193840027,0.5257280468940735
y,none,3,0.20431216009748618,0.18748990162995036,0.11128322241893744,0.11035316663501915,0.0966776933086454,0.09309646369923612,0.09309646369923612,0,1,0.5214670300483704,0.5672252178192139,0.5249220132827759,0.5372790694236755,0.5145331025123596,0.5139657258987427
y,none,4,0.20431216009748618,0.18753353480670262,0.11075486871501641,0.10949167556618535,0.09928670595470498,0.08959822208854089,0.08959822208854089,0,1,0.5213972330093384,0.567268431186676,0.52632075548172,0.5394057631492615,0.523347795009613,0.5187731981277466
y,none,5,0.20431216009748618,0.1875740458460797,0.1592680763811318,0.11825609924317199,0.09788670765111075,0.09305522489945829,0.09305522489945829,0,1,0.5211230516433716,0.5688762664794922,0.5706207752227783,0.5403535962104797,0.5116788148880005,0.513847291469574
y,none,6,0.20431216009748618,0.18740280690327632,0.11070306780658455,0.11085204380669819,0.10464018738312156,0.09692376598695145,0.09692376598695145,0,1,0.5213715434074402,0.5691219568252563,0.5248163938522339,0.5369197726249695,0.5260224938392639,0.5165463089942932
y,none,7,0.20431216009748618,0.1876441999170684,0.11074696739123148,0.10976730779353269,0.10018653938209426,0.0929664838116865,0.0929664838116865,0,1,0.5215285420417786,0.5662906765937805,0.5268033742904663,0.5334869623184204,0.5274595618247986,0.5038611888885498
y,none,8,0.20431216009748618,0.1878143052091376,0.16043436392190982,0.10641179644066101,0.09625294969723898,0.09416528038340603,0.09416528038340603,0,1,0.5214811563491821,0.5674588084220886,0.5706207752227783,0.5312716960906982,0.5110841393470764,0.5189498066902161
y,none,9,0.20431216009748618,0.18754201927828776,0.11083356846351326,0.1108671324926747,0.10317584449023245,0.08995035476936081,0.08995035476936081,0,1,0.5215848088264465,0.5670607686042786,0.5284111499786377,0.5365185737609863,0.5284931063652039,0.5175590515136719
z,none,0,0.22899341523494027,0.19188251493602446,0.16874108895933382,0.19976888195150957,0.20230346394291482,0.16108291296256136,0.16108291296256136,0,0,0.48043808341026306,0.44130760431289673,0.4080066680908203,0.3851873278617859,0.3920501172542572,0.3901623785495758
z,none,1,0.22899341523494027,0.19191861287597026,0.17051134168512205,0.20120027824738873,0.2061067530801186,0.16731179063864274,0.16731179063864274,0,0,0.48060479760169983,0.4391672611236572,0.40862688422203064,0.3803156316280365,0.38971439003944397,0.38469162583351135
z,none,2,0.22899341523494027,0.19197574949567342,0.18752384179634,0.18860896840737804,0.154320639970425,0.10387905206938128,0.10387905206938128,0,0,0.48057374358177185,0.43835848569869995,0.4109697937965393,0.4063292443752289,0.39929693937301636,0.3602798283100128
z,none,3,0.22899341523494027,0.19138297149124384,0.17285990079588337,0.2020131990967972,0.1630825453771245,0.12180707455430823,0.12180707455430823,0,0,0.4803234040737152,0.4415309429168701,0.4075033962726593,0.374091774225235,0.3754623234272003,0.35623520612716675
z,none,4,0.22899341523494027,0.19175909383840017,0.16995304987894674,0.16043827747641923,0.10587170006704524,0.11054794953880862,0.11054794953880862,0,0,0.4806560277938843,0.4411163032054901,0.4081767499446869,0.40936505794525146,0.3838488459587097,0.3863224685192108
z,none,5,0.22899341523494027,0.19186142650730395,0.16836624515411214,0.19764993394958488,0.15809381753761714,0.12261445063412567,0.12261445063412567,0,0,0.48066383600234985,0.4396302103996277,0.4122645854949951,0.3843119442462921,0.36960968375205994,0.3620808720588684
z,none,6,0.22899341523494027,0.1917177509070477,0.17337607495489743,0.20794246640008507,0.20870114452684982,0.16611865698498404,0.16611865698498404,0,0,0.4806842505931854,0.44005781412124634,0.39989790320396423,0.3806891143321991,0.39443251490592957,0.3877025246620178
z,none,7,0.22899341523494027,0.1918149257036176,0.1705868212456033,0.19881909578792276,0.16058338215641402,0.12002460212527945,0.12002460212527945,0,0,0.4806309640407562,0.438886821269989,0.4072646200656891,0.3783376216888428,0.3788233697414398,0.3694440424442291
z,none,8,0.22899341523494027,0.19142529836695413,0.17037103362449882,0.20023862392231445,0.15832494906157007,0.11826797879690124,0.11826797879690124,0,0,0.48049840331077576,0.4423927664756775,0.41016700863838196,0.3850625455379486,0.3750964105129242,0.36184918880462646
z,none,9,0.22899341523494027,0.1918059760411498,0.1867738635310532,0.2278264959021099,0.22957810299280051,0.22199613308815722,0.22199613308815722,0,0,0.480630099773407,0.43567752838134766,0.41582438349723816,0.37753328680992126,0.3886336386203766,0.38793858885765076
x,mean,0,0.2299687030636974,0.1935714087543525,0.2527871471317481,0.32094631211153707,0.4290333356702568,0.436033299844018,0.436033299844018,0,0,0.5662214159965515,0.5354238748550415,0.5488574504852295,0.5578504204750061,0.5219132900238037,0.5314769148826599
x,mean,1,0.2299687030636974,0.19361917322973995,0.2561556235603514,0.32511758954661124,0.43431336122475644,0.4210755128619499,0.4210755128619499,0,0,0.5663487911224365,0.5364928245544434,0.5618180632591248,0.560472846031189,0.5240265130996704,0.5331608057022095
x,mean,2,0.2299687030636974,0.19361538147080118,0.2543237204646807,0.35968338379537024,0.46687054081597057,0.4640207600659601,0.4640207600659601,0,0,0.566359281539917,0.5347025990486145,0.5613633990287781,0.5517247915267944,0.5234320163726807,0.5156582593917847
x,mean,3,0.2299687030636974,0.19360309254458966,0.25662118540057266,0.3615550559636345,0.46854886928023615,0.46310200695835013,0.46310200695835013,0,0,0.5662340521812439,0.5361303091049194,0.560859203338623,0.5510474443435669,0.5254926085472107,0.5161547660827637
x,mean,4,0.2299687030636974,0.19359490183500122,0.2941621272568046,0.361478060476589,0.38631073226582224,0.4862091525574891,0.4862091525574891,0,0,0.5664396286010742,0.5363418459892273,0.5807893872261047,0.5679504871368408,0.5195738077163696,0.5482961535453796
x,mean,5,0.2299687030636974,0.1935932665111106,0.2533682812408923,0.3215874416772162,0.42965430709450675,0.41458004518176805,0.41458004518176805,0,0,0.5662770867347717,0.5341185331344604,0.5477486252784729,0.5563398003578186,0.5218061804771423,0.5359402298927307
x,mean,6,0.2299687030636974,0.19361113069009334,0.2575794558746843,0.36245585171760847,0.4694056263317432,0.4630917284704463,0.4630917284704463,0,0,0.5662641525268555,0.5361977815628052,0.5589278340339661,0.5506100654602051,0.5225005149841309,0.5153244137763977
x,mean,7,0.2299687030636974,0.19363162916180188,0.26272772253376736,0.37569906884868176,0.3762100210146487,0.4369300432486052,0.4369300432486052,0,0,0.5663169622421265,0.5385540127754211,0.5478577613830566,0.5745855569839478,0.5175613164901733,0.5817330479621887
x,mean,8,0.2299687030636974,0.19362366790893293,0.29306003808720416,0.40536595758920735,0.40115709994367366,0.38842870080992875,0.38842870080992875,0,0,0.5662364959716797,0.5366244912147522,0.5822660326957703,0.5664222240447998,0.5389633178710938,0.5677825808525085
x,mean,9,0.2299687030636974,0.19359532361069062,0.292111834508,0.40265793324741433,0.39764840721279976,0.4605394035741127,0.4605394035741127,0,0,0.5663067102432251,0.5366548299789429,0.5804991126060486,0.5654637217521667,0.5441649556159973,0.5869988799095154
y,mean,0,0.20431216009748618,0.18497269644615646,0.14007376378754668,0.10450519056718503,0.09307863343380932,0.0928015195444193,0.0928015195444193,0,1,0.5211513638496399,0.5632558465003967,0.5601590275764465,0.5334821343421936,0.5033479332923889,0.5091294646263123
y,mean,1,0.20431216009748618,0.1852829087517587,0.12106439676568909,0.04809203275026796,0.07728505691329327,0.09334876045232131,0.09334876045232131,0,1,0.521088719367981,0.5663110017776489,0.5529708862304688,0.5368793606758118,0.5318110585212708,0.5218837857246399
y,mean,2,0.20431216009748618,0.18506940408766068,0.13313227078250078,0.15932035745863746,0.09368238317255334,0.0929989676104244,0.0929989676104244,0,1,0.5207967162132263,0.5652090311050415,0.5509070158004761,0.5726311802864075,0.5065982937812805,0.5039809346199036
y,mean,3,0.20431216009748618,0.18508524853651,0.13531484218925524,0.08664031315420517,0.08605497750392496,0.09123514000791558,0.09123514000791558,0,1,0.5213782787322998,0.5661444664001465,0.5563574433326721,0.5188947319984436,0.4689960181713104,0.5095468759536743
y,mean,4,0.20431216009748618,0.18544937791169636,0.09812463041647168,0.09430523743233586,0.0832730540663328,0.08947331760139106,0.08947331760139106,0,1,0.5211824178695679,0.5665773749351501,0.5346822738647461,0.5264444351196289,0.49897438287734985,0.5106973648071289
y,mean,5,0.20431216009748618,0.18470190215624252,0.09780797322785192,0.12319150288698826,0.11753996174642717,0.0995542912728466,0.0995542912728466,0,1,0.5212491154670715,0.5655291676521301,0.534244954586029,0.5525426268577576,0.5352799892425537,0.5163439512252808
y,mean,6,0.20431216009748618,0.18494330125021047,0.13837269732511523,0.07217985595909077,0.08723691861068807,0.09173397442208274,0.09173397442208274,0,1,0.5211748480796814,0.5645379424095154,0.5565093159675598,0.49706369638442993,0.49918365478515625,0.5086080431938171
y,mean,7,0.20431216009748618,0.1854534143089912,0.09797669568856836,0.11836032213254238,0.10961989970453241,0.09908974059032127,0.09908974059032127,0,1,0.5209857225418091,0.564971923828125,0.5380861163139343,0.54420405626297,0.5250194072723389,0.5137270092964172
y,mean,8,0.20431216009748618,0.18511811787891988,0.09827860336336203,0.09360433912526579,0.10313420456397596,0.09131354485385385,0.09131354485385385,0,1,0.5212363600730896,0.5653301477432251,0.5201894640922546,0.5270955562591553,0.5203405618667603,0.5002463459968567
y,mean,9,0.20431216009748618,0.18527325430638594,0.13844520645810346,0.07953548560618397,0.09514243651000898,0.09378916022438705,0.09378916022438705,0,1,0.5214344263076782,0.5679047703742981,0.5589341521263123,0.5199904441833496,0.5175437331199646,0.519576370716095
z,mean,0,0.22899341523494027,0.19422326085036082,0.17414030184721338,0.14021983182529638,0.1603098534883928,0.2621104712990277,0.2621104712990277,0,0,0.4807017147541046,0.4352116286754608,0.4278365671634674,0.40614068508148193,0.4168240427970886,0.4269122779369354
z,mean,1,0.22899341523494027,0.19441905839396278,0.17097795484648562,0.14549104506737687,0.16281337078131028,0.1911763267933508,0.1911763267933508,0,0,0.4806941747665405,0.43635767698287964,0.4255673289299011,0.41856563091278076,0.40902993083000183,0.4137985110282898
z,mean,2,0.22899341523494027,0.19510606352956095,0.16998377456163427,0.1575649246770974,0.15926492389594957,0.1513883513131182,0.1513883513131182,0,0,0.48055052757263184,0.43802717328071594,0.41498303413391113,0.41970428824424744,0.41857028007507324,0.35200759768486023
z,mean,3,0.22899341523494027,0.1944849494415796,0.16927675249722066,0.13956737292803775,0.1432627426080162,0.15379673521722856,0.15379673521722856,0,0,0.48055848479270935,0.43542325496673584,0.4167507588863373,0.4011940062046051,0.4049443304538727,0.36199435591697693
z,mean,4,0.22899341523494027,0.19426820580648102,0.17275871749403884,0.13810755989521065,0.15538669284013917,0.16310410127504088,0.16310410127504088,0,0,0.4805438816547394,0.4374415874481201,0.4297964870929718,0.4000108242034912,0.41454941034317017,0.33047810196876526
z,mean,5,0.22899341523494027,0.19423388177660605,0.17304086776501487,0.14702889382009351,0.16250140615842076,0.18443382103321904,0.18443382103321904,0,0,0.4804927706718445,0.43485838174819946,0.4243498742580414,0.41796520352363586,0.4133477807044983,0.41237372159957886
z,mean,6,0.22899341523494027,0.19475462725105222,0.17160525312219546,0.1360584631026326,0.14362164237787212,0.1555303946350887,0.1555303946350887,0,0,0.48060938715934753,0.4375174343585968,0.4260028600692749,0.40142861008644104,0.4030514657497406,0.3678830862045288
z,mean,7,0.22899341523494027,0.19475609020150647,0.16944457754460926,0.1426043866753982,0.16148775161637408,0.23936965967257692,0.23936965967257692,0,0,0.48062610626220703,0.43552452325820923,0.42444953322410583,0.40588119626045227,0.41859859228134155,0.4207097887992859
z,mean,8,0.22899341523494027,0.19479587784241942,0.1697585435840152,0.14665833293332473,0.16353136912977403,0.18002505167545643,0.18002505167545643,0,0,0.4805792570114136,0.43680477142333984,0.424095094203949,0.4189082682132721,0.41306063532829285,0.39645496010780334
z,mean,9,0.22899341523494027,0.1938418659510157,0.16955906741761143,0.1429877144592091,0.157543418937405,0.2588404873173627,0.2588404873173627,0,0,0.48032069206237793,0.4384959936141968,0.41862964630126953,0.4081006944179535,0.41906288266181946,0.42368751764297485
x,coral,0,0.2299687030636974,0.23507205351550478,0.2555880256002637,0.25571349375945424,0.27426672332097596,0.33174470462852756,0.33174470462852756,0,0,2.9372787475585938,2.84570574760437,2.635411500930786,2.643036365509033,2.693039655685425,2.8489365577697754
x,coral,1,0.2299687030636974,0.24086826580408072,0.23527726096610904,0.23847841277688261,0.2644398199408165,0.3002921503760001,0.3002921503760001,0,0,2.937714099884033,2.862652540206909,2.799083709716797,2.5960991382598877,2.760388135910034,2.821507453918457
x,coral,2,0.2299687030636974,0.23041755134341219,0.29500408661278543,0.41851910740648895,0.38157657862779154,0.39041059677005036,0.39041059677005036,0,0,2.937880754470825,2.8548460006713867,3.1308300495147705,3.1660068035125732,3.12123703956604,3.102376937866211
x,coral,3,0.2299687030636974,0.23078116765182402,0.3022416100893873,0.2621184196346334,0.24904510024332366,0.23803043932743131,0.23803043932743131,0,0,2.9372661113739014,2.8636837005615234,2.948936939239502,2.77005672454834,2.779832124710083,2.6110622882843018
x,coral,4,0.2299687030636974,0.23497186651127178,0.31880131879119367,0.26447176828994673,0.24695645963635954,0.2634023810055833,0.2634023810055833,0,0,2.937251329421997,2.8468260765075684,2.932398796081543,2.681605100631714,2.6519901752471924,2.774306535720825
x,coral,5,0.2299687030636974,0.2310898819871461,0.26393893983796307,0.2737422687245772,0.2975531462639813,0.2842505446457303,0.2842505446457303,0,0,2.937443971633911,2.852252244949341,3.0247244834899902,2.9003207683563232,2.8392441272735596,2.713050127029419
x,coral,6,0.2299687030636974,0.23152437466967724,0.2691993279103874,0.29056285360518674,0.30808129612421253,0.3199553385362264,0.3199553385362264,0,0,2.9372634887695312,2.8491694927215576,2.8038225173950195,2.7784926891326904,2.654923677444458,2.7118771076202393
x,coral,7,0.2299687030636974,0.2333364668415831,0.30749541819385584,0.2793773266056837,0.2888721957837437,0.3251361657242284,0.3251361657242284,0,0,2.9378859996795654,2.888201951980591,2.899106979370117,2.712763786315918,2.6585898399353027,2.8023033142089844
x,coral,8,0.2299687030636974,0.23068528732758237,0.2692812306840766,0.2193851614222433,0.2111170164869262,0.2732350728833465,0.2732350728833465,0,0,2.937350034713745,2.8842062950134277,2.7745182514190674,2.618727922439575,2.5177860260009766,2.680849075317383
x,coral,9,0.2299687030636974,0.23283953084806913,0.2593588166742068,0.37174599217653004,0.3446557527902012,0.3047643138141139,0.3047643138141139,0,0,2.937366247177124,2.8976821899414062,2.9138405323028564,3.030660629272461,3.0112972259521484,2.8329243659973145
y,coral,0,0.20431216009748618,0.1851497667872636,0.19687097460034425,0.25883649245455853,0.2717948167924892,0.30590851305130723,0.30590851305130723,0,0,2.7930729389190674,3.0129261016845703,2.917104959487915,2.88873553276062,3.1176717281341553,3.084665298461914
y,coral,1,0.20431216009748618,0.1854654257440852,0.25941917381634155,0.36443846751905784,0.351816175374657,0.422998553527593,0.422998553527593,0,0,2.79471492767334,3.0250160694122314,3.073145866394043,3.000321865081787,2.9938132762908936,2.993835210800171
y,coral,2,0.20431216009748618,0.14837218425827123,0.25707452328720726,0.3611302675788513,0.25752660894308554,0.3624482094187854,0.3624482094187854,0,0,2.7959351539611816,2.9527852535247803,3.0492658615112305,2.9521305561065674,3.0496952533721924,2.9752197265625
y,coral,3,0.20431216009748618,0.18548171909478908,0.3141144939177217,0.38818584947424284,0.3268088176351162,0.23552864871112641,0.23552864871112641,0,0,2.794184923171997,3.0103657245635986,3.02842378616333,2.977687120437622,2.9838032722473145,3.0444443225860596
y,coral,4,0.20431216009748618,0.185144782348467,0.3057005915355377,0.2751076647985404,0.14375993279618113,0.19549998426277249,0.19549998426277249,0,0,2.7942326068878174,3.015852689743042,3.0651402473449707,3.076765775680542,3.0119755268096924,3.0112640857696533
y,coral,5,0.20431216009748618,0.18458855602035792,0.2345912202438481,0.24964552983344493,0.3072876894978791,0.26011327616245394,0.26011327616245394,0,0,2.794282913208008,3.0232994556427,3.0770843029022217,2.99211049079895,3.0356390476226807,3.028681516647339
y,coral,6,0.20431216009748618,0.1452425620644495,0.2592337076193927,0.3115048512370874,0.27673968591811665,0.25825344555337476,0.25825344555337476,0,0,2.794745683670044,2.9140944480895996,3.0840938091278076,3.003559112548828,3.087939977645874,3.0886967182159424
y,coral,7,0.20431216009748618,0.18469933024780363,0.21281207092064397,0.1364019377491104,0.11486630089998111,0.16065583989420437,0.16065583989420437,0,0,2.7926502227783203,3.02607798576355,3.111891746520996,2.9956328868865967,2.9823811054229736,3.063373565673828
y,coral,8,0.20431216009748618,0.18473525847028613,0.15631303519428089,0.1927325035976969,0.24511682875989732,0.2562465633111726,0.2562465633111726,0,0,2.7945163249969482,2.9944677352905273,3.067317247390747,3.0574817657470703,3.2017085552215576,3.1566596031188965
y,coral,9,0.20431216009748618,0.14836342844768544,0.07950106469507628,0.08397908092759826,0.07927615200406214,0.032845538493378755,0.032845538493378755,1,1,2.795173406600952,2.9475936889648438,2.7999324798583984,2.968557357788086,2.316422939300537,2.8883252143859863
z,coral,0,0.22899341523494027,0.33493305487657515,0.4358021564681663,0.5018042974205222,0.5849972375948564,0.6184364898642846,0.6184364898642846,0,0,2.482710123062134,2.6858654022216797,2.710911989212036,2.597447395324707,2.9602890014648438,3.0165493488311768
z,coral,1,0.22899341523494027,0.32406130833858715,0.39607880636037407,0.4380927663557264,0.4816804798386118,0.536180985704518,0.536180985704518,0,0,2.4822161197662354,2.7098801136016846,2.859421491622925,2.525330066680908,2.5647051334381104,2.7461254596710205
z,coral,2,0.22899341523494027,0.33634750427697385,0.43259252393634084,0.4447713326636208,0.4638398414213139,0.4503047520047,0.4503047520047,0,0,2.482494354248047,2.6090574264526367,2.6029915809631348,2.4280624389648438,2.575382709503174,2.550687074661255
z,coral,3,0.22899341523494027,0.3364625751163072,0.43593802645444335,0.3716667728897151,0.45177783387628784,0.46994130216357044,0.46994130216357044,0,0,2.4829297065734863,2.6275219917297363,2.668165445327759,2.729252815246582,2.6224372386932373,2.6996023654937744
z,coral,4,0.22899341523494027,0.33625626381399504,0.436781256548006,0.44909171166708806,0.47360580105052075,0.5535449973344724,0.5535449973344724,0,0,2.482682704925537,2.6170270442962646,2.7310173511505127,2.534325361251831,2.602761745452881,2.8896000385284424
z,coral,5,0.22899341523494027,0.3352166743088359,0.43671576557105424,0.4154507004830503,0.4542837861774886,0.5242916652173265,0.5242916652173265,0,0,2.4825286865234375,2.6455821990966797,2.7434465885162354,2.4395458698272705,2.4437108039855957,2.8375556468963623
z,coral,6,0.22899341523494027,0.33425626750192033,0.41354212686858893,0.479803369638897,0.557531584232801,0.6297586766954082,0.6297586766954082,0,0,2.4813687801361084,2.6104214191436768,2.828778028488159,2.5382080078125,2.880964994430542,3.0406582355499268
z,coral,7,0.22899341523494027,0.3359581277421317,0.43606852463521584,0.5015110457511398,0.5588824194649886,0.6469291004563485,0.6469291004563485,0,0,2.481863498687744,2.656458616256714,2.666133165359497,2.605259895324707,2.805109977722168,3.0305538177490234
z,coral,8,0.22899341523494027,0.33187139724182724,0.42868456547346995,0.49743886196588305,0.5704844305030888,0.5614628769501795,0.5614628769501795,0,0,2.480621814727783,2.655932664871216,2.5562403202056885,2.732067584991455,2.935858726501465,2.8435604572296143
z,coral,9,0.22899341523494027,0.3358094574617561,0.42822898428977274,0.4622087125210818,0.5245303666074457,0.4994437125777476,0.4994437125777476,0,0,2.482219696044922,2.6327342987060547,2.565661668777466,2.503129720687866,2.8088202476501465,2.711158514022827
